lcd_id,lcd_version,related_num,r_ncd_id,r_ncd_version,last_updated
34195,25,1,0,1,2025-04-29 23:04:19.413000000
34195,27,1,0,1,2025-05-02 16:39:54.720000000
34196,28,1,16,1,2025-04-29 23:04:19.417000000
34196,28,2,278,1,2025-04-29 23:04:19.417000000
34196,28,3,250,1,2025-04-29 23:04:19.417000000
34196,29,1,16,1,2025-04-29 23:04:19.420000000
34196,29,2,278,1,2025-04-29 23:04:19.420000000
34196,29,3,250,1,2025-04-29 23:04:19.423000000
34200,28,1,0,1,2025-04-29 23:04:19.423000000
34203,25,1,9,1,2025-04-29 23:04:17.197000000
34209,37,1,0,1,2025-04-29 23:04:17.197000000
34211,37,1,373,1,2025-04-29 23:04:17.200000000
34213,51,1,281,1,2025-04-29 23:04:17.203000000
34215,58,1,0,1,2025-04-29 23:04:17.207000000
34218,25,1,15,1,2025-04-29 23:04:17.210000000
34220,37,1,176,1,2025-04-29 23:04:17.213000000
34220,37,2,177,1,2025-04-29 23:04:17.213000000
34228,51,1,0,1,2025-04-29 23:04:17.217000000
34233,32,1,0,1,2025-04-29 23:04:17.217000000
34246,24,1,171,1,2025-04-29 23:04:19.423000000
34313,18,1,266,1,2025-04-29 23:04:17.220000000
34314,47,1,158,1,2025-04-29 23:04:17.223000000
34315,37,1,0,1,2025-04-29 23:04:17.227000000
34324,34,1,36,1,2025-04-29 23:04:17.230000000
34328,40,1,240,1,2025-04-29 23:04:17.233000000
34337,22,1,0,1,2025-04-29 23:04:19.427000000
34338,33,1,0,1,2025-04-29 23:04:19.427000000
34353,31,1,41,1,2025-04-29 23:04:19.430000000
34353,31,2,16,1,2025-04-29 23:04:19.430000000
34353,31,3,26,1,2025-04-29 23:04:19.430000000
34353,31,4,27,1,2025-04-29 23:04:19.430000000
34353,31,5,30,1,2025-04-29 23:04:19.433000000
34353,31,6,31,1,2025-04-29 23:04:19.433000000
34353,31,7,29,1,2025-04-29 23:04:19.437000000
34353,31,8,28,1,2025-04-29 23:04:19.437000000
34353,31,9,59,1,2025-04-29 23:04:19.440000000
34353,31,10,278,1,2025-04-29 23:04:19.440000000
34353,32,1,41,1,2025-04-29 23:04:19.430000000
34353,32,2,16,1,2025-04-29 23:04:19.430000000
34353,32,3,26,1,2025-04-29 23:04:19.430000000
34353,32,4,27,1,2025-04-29 23:04:19.430000000
34353,32,5,30,1,2025-04-29 23:04:19.433000000
34353,32,6,31,1,2025-04-29 23:04:19.433000000
34353,32,7,29,1,2025-04-29 23:04:19.437000000
34353,32,8,28,1,2025-04-29 23:04:19.437000000
34353,32,9,59,1,2025-04-29 23:04:19.440000000
34353,32,10,278,1,2025-04-29 23:04:19.440000000
34356,29,1,322,1,2025-04-29 23:04:19.443000000
34356,30,1,322,1,2025-04-29 23:04:19.447000000
34372,22,1,177,1,2025-04-29 23:04:16.750000000
34380,41,1,263,1,2025-04-29 23:04:23.603000000
34393,23,1,0,1,2025-04-29 23:04:19.447000000
34393,24,1,0,1,2025-05-02 16:40:10.703000000
34394,26,1,0,1,2025-04-29 23:04:19.450000000
34399,28,1,0,1,2025-04-29 23:04:19.450000000
34399,29,1,0,1,2025-04-29 23:04:19.450000000
34410,39,1,0,1,2025-04-29 23:04:23.500000000
34411,46,1,0,1,2025-04-29 23:04:23.510000000
34413,51,1,9,1,2024-08-02 18:22:08.383000000
34413,53,1,9,1,2025-04-29 23:04:23.520000000
34415,58,1,176,1,2025-04-29 23:04:23.527000000
34417,57,1,176,1,2025-04-29 23:04:23.530000000
34419,43,1,0,1,2025-04-29 23:04:23.533000000
34424,47,1,177,1,2025-04-29 23:04:23.537000000
34425,40,1,177,1,2025-04-29 23:04:23.540000000
34425,43,1,177,1,2025-04-29 23:04:23.543000000
34426,55,1,128,1,2025-04-29 23:04:23.543000000
34426,55,2,349,1,2025-04-29 23:04:23.547000000
34426,55,3,157,1,2025-04-29 23:04:23.547000000
34427,100,1,145,1,2025-04-29 23:04:23.550000000
34427,100,2,58,1,2025-04-29 23:04:23.550000000
34427,100,3,76,1,2025-04-29 23:04:23.553000000
34427,100,4,94,1,2025-04-29 23:04:23.553000000
34427,100,5,22,1,2025-04-29 23:04:23.557000000
34427,100,6,354,1,2025-04-29 23:04:23.557000000
34427,100,7,240,1,2025-04-29 23:04:23.560000000
34427,100,8,175,1,2025-04-29 23:04:23.560000000
34427,100,9,250,1,2025-04-29 23:04:23.560000000
34427,100,10,4,1,2025-04-29 23:04:23.563000000
34427,100,11,131,1,2025-04-29 23:04:23.567000000
34427,100,12,47,1,2025-04-29 23:04:23.567000000
34427,100,13,315,1,2025-04-29 23:04:23.567000000
34427,100,14,41,1,2025-04-29 23:04:23.573000000
34427,100,15,42,1,2025-04-29 23:04:23.577000000
34428,93,1,145,1,2025-04-29 23:04:23.600000000
34428,93,2,58,1,2025-04-29 23:04:23.600000000
34428,93,3,76,1,2025-04-29 23:04:23.603000000
34428,93,4,175,1,2025-04-29 23:04:23.603000000
34428,93,5,94,1,2025-04-29 23:04:23.607000000
34428,93,6,22,1,2025-04-29 23:04:23.607000000
34428,93,7,354,1,2025-04-29 23:04:23.607000000
34428,93,8,240,1,2025-04-29 23:04:23.610000000
34428,93,9,250,1,2025-04-29 23:04:23.613000000
34428,93,10,4,1,2025-04-29 23:04:23.620000000
34428,93,11,320,1,2025-04-29 23:04:23.620000000
34428,93,12,131,1,2025-04-29 23:04:23.623000000
34428,93,13,47,1,2025-04-29 23:04:23.630000000
34428,93,14,315,1,2025-04-29 23:04:23.630000000
34428,93,15,41,1,2025-04-29 23:04:23.637000000
34428,93,16,42,1,2025-04-29 23:04:23.640000000
34429,63,1,250,1,2025-04-29 23:04:23.680000000
34429,63,2,89,1,2025-04-29 23:04:23.683000000
34429,63,3,192,1,2025-04-29 23:04:23.687000000
34429,63,4,274,1,2025-04-29 23:04:23.690000000
34429,63,5,237,1,2025-04-29 23:04:23.693000000
34429,63,6,245,1,2025-04-29 23:04:23.697000000
34429,63,7,247,1,2025-04-29 23:04:23.700000000
34430,46,1,17,1,2025-04-29 23:04:23.730000000
34430,46,2,320,1,2025-04-29 23:04:23.730000000
34431,60,1,69,1,2025-04-29 23:04:23.740000000
34431,60,2,56,1,2025-04-29 23:04:23.743000000
34431,60,3,261,1,2025-04-29 23:04:23.743000000
34433,43,1,270,1,2025-04-29 23:04:23.750000000
34434,63,1,95,1,2025-04-29 23:04:23.753000000
34434,63,2,81,1,2025-04-29 23:04:23.753000000
34434,63,3,191,1,2025-04-29 23:04:23.757000000
34434,68,1,81,1,2024-08-08 12:54:54.540000000
34434,68,2,191,1,2024-08-08 12:55:27.467000000
34434,68,3,95,1,2024-08-08 12:55:47.547000000
34454,67,1,0,1,2025-04-29 23:04:23.760000000
34512,48,1,0,1,2025-04-29 23:04:23.760000000
34513,41,1,366,1,2025-04-29 23:04:23.763000000
34519,33,1,372,1,2025-04-29 23:04:16.750000000
34520,32,1,0,1,2025-04-29 23:04:16.750000000
34521,7,1,214,1,2025-04-29 23:04:16.753000000
34522,29,1,0,1,2025-04-29 23:04:16.753000000
34526,22,1,226,1,2025-04-29 23:04:18.940000000
34526,22,2,330,1,2025-04-29 23:04:18.943000000
34526,24,1,226,1,2025-04-29 23:04:18.940000000
34526,24,2,330,1,2025-04-29 23:04:18.943000000
34528,36,1,261,1,2025-04-29 23:04:18.943000000
34536,34,1,0,1,2025-04-29 23:04:18.947000000
34537,45,1,0,1,2025-04-29 23:04:23.767000000
34538,19,1,0,1,2025-04-29 23:04:19.450000000
34539,14,1,140,1,2025-04-29 23:04:19.453000000
34539,15,1,140,1,2025-04-29 23:04:19.457000000
34540,14,1,91,1,2025-04-29 23:04:19.457000000
34541,20,1,0,1,2025-04-29 23:04:19.460000000
34544,47,1,0,1,2025-04-29 23:04:23.770000000
34547,40,1,0,1,2025-04-29 23:04:23.770000000
34548,43,1,0,1,2025-04-29 23:04:23.773000000
34551,32,1,0,1,2025-04-29 23:04:23.777000000
34552,40,1,97,1,2025-04-29 23:04:23.777000000
34553,47,1,0,1,2025-04-29 23:04:23.780000000
34554,34,1,253,1,2025-04-29 23:04:23.780000000
34558,40,1,0,1,2025-04-29 23:04:23.780000000
34559,43,1,0,1,2025-04-29 23:04:23.783000000
34560,76,1,145,1,2025-04-29 23:04:23.787000000
34560,76,2,76,1,2025-04-29 23:04:23.787000000
34560,76,3,175,1,2025-04-29 23:04:23.790000000
34560,76,4,151,1,2025-04-29 23:04:23.790000000
34560,76,5,94,1,2025-04-29 23:04:23.790000000
34560,76,6,354,1,2025-04-29 23:04:23.793000000
34560,76,7,240,1,2025-04-29 23:04:23.793000000
34560,76,8,250,1,2025-04-29 23:04:23.797000000
34560,76,9,4,1,2025-04-29 23:04:23.797000000
34560,76,10,131,1,2025-04-29 23:04:23.800000000
34560,76,11,315,1,2025-04-29 23:04:23.800000000
34560,76,12,41,1,2025-04-29 23:04:23.800000000
34560,76,13,42,1,2025-04-29 23:04:23.803000000
34561,69,1,0,1,2025-04-29 23:04:23.820000000
34562,43,1,0,1,2025-04-29 23:04:23.823000000
34563,51,1,89,1,2025-04-29 23:04:23.827000000
34563,51,2,192,1,2025-04-29 23:04:23.827000000
34563,51,3,274,1,2025-04-29 23:04:23.827000000
34563,51,4,237,1,2025-04-29 23:04:23.830000000
34563,51,5,245,1,2025-04-29 23:04:23.830000000
34563,51,6,247,1,2025-04-29 23:04:23.833000000
34564,83,1,58,1,2025-04-29 23:04:23.843000000
34564,83,2,175,1,2025-04-29 23:04:23.843000000
34564,83,3,151,1,2025-04-29 23:04:23.847000000
34564,83,4,94,1,2025-04-29 23:04:23.847000000
34564,83,5,354,1,2025-04-29 23:04:23.847000000
34564,83,6,240,1,2025-04-29 23:04:23.850000000
34564,83,7,63,1,2025-04-29 23:04:23.850000000
34564,83,8,250,1,2025-04-29 23:04:23.853000000
34564,83,9,4,1,2025-04-29 23:04:23.853000000
34564,83,10,131,1,2025-04-29 23:04:23.853000000
34564,83,11,315,1,2025-04-29 23:04:23.857000000
34564,83,12,41,1,2025-04-29 23:04:23.857000000
34564,83,13,42,1,2025-04-29 23:04:23.860000000
34565,40,1,0,1,2025-04-29 23:04:23.860000000
34567,43,1,0,1,2025-04-29 23:04:23.863000000
34570,52,1,26,1,2025-04-29 23:04:23.883000000
34570,52,2,30,1,2025-04-29 23:04:23.887000000
34570,52,3,31,1,2025-04-29 23:04:23.887000000
34570,52,4,28,1,2025-04-29 23:04:23.890000000
34570,52,5,68,1,2025-04-29 23:04:23.890000000
34570,52,6,278,1,2025-04-29 23:04:23.890000000
34570,52,7,20,1,2025-04-29 23:04:23.893000000
34570,52,8,117,1,2025-04-29 23:04:23.893000000
34573,28,1,179,1,2025-04-29 23:04:23.893000000
34575,43,1,156,1,2025-04-29 23:04:23.897000000
34575,43,2,55,1,2025-04-29 23:04:23.900000000
34575,43,3,194,1,2025-04-29 23:04:23.900000000
34576,67,1,57,1,2025-04-29 23:04:23.907000000
34577,64,1,263,1,2025-04-29 23:04:23.910000000
34578,30,1,22,1,2025-04-29 23:04:23.910000000
34578,30,2,192,1,2025-04-29 23:04:23.913000000
34580,57,1,158,1,2025-04-29 23:04:23.917000000
34594,40,1,270,1,2025-04-29 23:04:18.947000000
34594,42,1,270,1,2025-04-29 23:04:18.947000000
34596,50,1,0,1,2025-04-29 23:04:18.950000000
34614,43,1,0,1,2025-04-29 23:04:18.950000000
34615,40,1,261,1,2025-04-29 23:04:18.950000000
34615,42,1,261,1,2025-04-29 23:04:18.950000000
34616,40,1,240,1,2016-10-04 16:19:10.073000000
34616,42,1,41,1,2025-04-29 23:04:18.953000000
34623,36,1,0,1,2025-04-29 23:04:18.953000000
34624,40,1,270,1,2025-04-29 23:04:18.957000000
34633,49,1,322,1,2019-12-11 14:07:39.850000000
34633,50,1,322,1,2019-12-11 14:07:39.850000000
34633,52,1,322,1,2025-04-29 23:04:18.957000000
34633,54,1,322,1,2025-04-29 23:04:18.957000000
34635,34,1,0,1,2025-04-29 23:04:18.960000000
34636,36,1,179,1,2025-04-29 23:04:18.960000000
34641,25,1,0,1,2025-04-29 23:04:18.963000000
34645,49,1,29,1,2025-04-29 23:04:18.963000000
34645,49,2,28,1,2025-04-29 23:04:18.967000000
34646,26,1,41,1,2025-04-29 23:04:18.967000000
34648,29,1,0,1,2025-04-29 23:04:18.967000000
34658,34,1,0,1,2025-04-29 23:04:18.970000000
34659,30,1,81,1,2025-04-29 23:04:18.970000000
34659,30,2,108,1,2025-04-29 23:04:18.970000000
34760,25,1,56,1,2025-04-29 23:04:18.973000000
34760,25,2,69,1,2025-06-12 19:51:42.847000000
34760,25,3,176,2,2025-06-12 19:51:51.997000000
34760,27,1,56,1,2025-04-29 23:04:18.973000000
34760,27,2,69,1,2025-06-12 19:51:42.847000000
34760,27,3,176,2,2025-06-12 19:51:51.997000000
34761,32,1,201,1,2025-04-29 23:04:18.973000000
34771,49,1,158,1,2025-04-29 23:04:18.977000000
34821,21,1,0,1,2025-04-29 23:04:18.280000000
34823,27,1,0,1,2025-04-29 23:04:18.280000000
34824,21,1,0,1,2025-04-29 23:04:18.280000000
34833,94,1,238,1,2025-04-29 23:04:22.353000000
34833,94,2,160,1,2025-04-29 23:04:22.360000000
34833,94,3,345,1,2025-04-29 23:04:22.363000000
34833,94,4,357,1,2025-04-29 23:04:22.367000000
34856,62,1,0,1,2025-04-29 23:04:22.370000000
34859,34,1,270,1,2025-04-29 23:04:16.757000000
34864,42,1,0,1,2025-04-29 23:04:22.377000000
34865,72,1,177,1,2025-04-29 23:04:22.380000000
34869,42,1,0,1,2025-04-29 23:04:23.917000000
34887,44,1,0,1,2025-04-29 23:04:22.383000000
34887,53,1,0,1,2025-04-29 23:04:22.427000000
34892,123,1,11,1,2025-04-29 23:04:22.430000000
34892,123,2,15,1,2025-04-29 23:04:22.437000000
34892,123,3,176,1,2025-04-29 23:04:22.440000000
34912,20,1,372,1,2025-04-29 23:04:16.757000000
34914,68,1,159,1,2025-04-29 23:04:22.447000000
34924,79,1,263,1,2025-04-29 23:04:22.450000000
34938,68,1,129,1,2025-04-29 23:04:22.453000000
34961,48,1,129,1,2025-04-29 23:04:22.460000000
34975,67,1,200,1,2025-04-29 23:04:22.463000000
34976,34,1,0,1,2025-04-29 23:04:16.760000000
34998,33,1,0,1,2025-04-29 23:04:22.470000000
35000,144,1,372,1,2025-04-29 23:04:23.420000000
35000,149,1,372,1,2025-04-29 23:04:23.420000000
35001,11,1,64,1,2025-04-29 23:04:23.600000000
35003,61,1,0,1,2025-04-29 23:04:22.473000000
35004,23,1,0,1,2025-04-29 23:04:22.477000000
35006,119,1,29,1,2025-04-29 23:04:22.480000000
35006,119,2,28,1,2025-04-29 23:04:22.487000000
35006,119,3,59,1,2025-04-29 23:04:22.490000000
35007,81,1,0,1,2025-04-29 23:04:22.497000000
35010,40,1,15,1,2025-04-29 23:04:22.500000000
35010,40,2,11,1,2025-04-29 23:04:22.503000000
35013,36,1,0,1,2025-04-29 23:04:22.510000000
35014,39,1,156,1,2025-04-29 23:04:22.513000000
35014,39,2,55,1,2025-04-29 23:04:22.517000000
35014,39,3,203,1,2025-04-29 23:04:22.523000000
35014,39,4,194,1,2025-04-29 23:04:22.527000000
35016,36,1,263,1,2025-04-29 23:04:22.530000000
35022,67,1,57,1,2025-04-29 23:04:22.537000000
35025,98,1,0,1,2025-04-29 23:04:15.297000000
35026,75,1,0,1,2025-04-29 23:04:23.920000000
35028,10,1,0,1,2025-04-29 23:04:23.760000000
35035,74,1,201,1,2025-04-29 23:04:22.540000000
35035,74,2,255,1,2025-04-29 23:04:22.547000000
35038,76,1,128,1,2025-04-29 23:04:22.550000000
35038,76,2,349,1,2025-04-29 23:04:22.560000000
35038,76,3,157,1,2025-04-29 23:04:22.563000000
35038,76,4,350,1,2025-04-29 23:04:22.570000000
35038,76,5,56,1,2025-04-29 23:04:22.573000000
35038,76,6,261,1,2025-04-29 23:04:22.580000000
35038,76,7,69,1,2025-04-29 23:04:22.583000000
35038,76,8,176,1,2025-04-29 23:04:22.587000000
35041,113,1,217,5,2016-08-17 12:25:32.367000000
35041,140,1,217,1,2025-04-29 23:04:22.593000000
35041,140,2,47,1,2025-04-29 23:04:22.597000000
35041,140,3,139,1,2025-04-29 23:04:22.603000000
35048,82,1,0,1,2025-04-29 23:04:23.920000000
35049,58,1,0,1,2025-04-29 23:04:22.607000000
35050,55,1,32,1,2025-04-29 23:04:22.610000000
35050,55,2,226,1,2025-04-29 23:04:22.617000000
35050,55,3,330,1,2025-04-29 23:04:22.620000000
35062,122,1,333,1,2025-04-29 23:04:22.627000000
35070,76,1,89,1,2025-04-29 23:04:22.630000000
35073,51,1,0,1,2025-04-29 23:04:15.297000000
35074,32,1,0,1,2025-04-29 23:04:23.200000000
35075,34,1,0,1,2025-04-29 23:04:23.587000000
35076,56,1,0,1,2025-04-29 23:04:23.663000000
35080,53,1,81,1,2025-04-29 23:04:23.607000000
35080,53,2,108,1,2025-04-29 23:04:23.607000000
35080,53,3,191,1,2025-04-29 23:04:23.610000000
35081,85,1,270,1,2025-04-29 23:04:22.637000000
35083,96,1,177,1,2025-04-29 23:04:22.640000000
35083,96,2,263,1,2025-04-29 23:04:22.643000000
35083,96,3,211,1,2025-04-29 23:04:22.647000000
35083,96,4,292,1,2025-04-29 23:04:22.653000000
35083,96,5,298,1,2025-04-29 23:04:22.653000000
35083,96,6,271,1,2025-04-29 23:04:22.660000000
35083,108,1,177,1,2025-04-29 23:04:22.923000000
35083,108,2,263,1,2025-04-29 23:04:22.923000000
35083,108,3,211,1,2025-04-29 23:04:22.930000000
35083,108,4,292,1,2025-04-29 23:04:22.933000000
35083,108,5,298,1,2025-04-29 23:04:22.937000000
35083,108,6,271,1,2025-04-29 23:04:22.940000000
35089,30,1,81,1,2025-04-29 23:04:22.943000000
35090,95,1,64,1,2025-04-29 23:04:22.947000000
35090,95,2,69,1,2025-04-29 23:04:22.950000000
35090,95,3,129,1,2025-04-29 23:04:22.957000000
35091,103,1,60,1,2025-04-29 23:04:22.963000000
35091,103,2,213,1,2025-04-29 23:04:22.970000000
35091,103,3,9,1,2025-04-29 23:04:22.973000000
35091,103,4,239,1,2025-04-29 23:04:22.977000000
35092,78,1,0,1,2025-04-29 23:04:22.980000000
35093,114,1,158,1,2025-04-29 23:04:22.987000000
35098,27,1,270,1,2025-04-29 23:04:23.423000000
35099,60,1,98,1,2025-04-29 23:04:22.987000000
35099,60,2,100,1,2025-04-29 23:04:22.993000000
35099,60,3,101,1,2025-04-29 23:04:22.997000000
35099,60,4,102,1,2025-04-29 23:04:23
35101,128,1,0,1,2025-04-29 23:04:23.010000000
35121,31,1,176,1,2025-04-29 23:04:18.980000000
35121,33,1,176,1,2025-04-29 23:04:18.980000000
35124,23,1,0,1,2025-04-29 23:04:18.980000000
35125,76,1,12,1,2025-04-29 23:04:23.020000000
35125,76,2,131,1,2025-04-29 23:04:23.020000000
35125,76,3,232,1,2025-04-29 23:04:23.027000000
35125,76,4,217,1,2025-04-29 23:04:23.030000000
35125,76,5,47,1,2025-04-29 23:04:23.037000000
35125,76,6,139,1,2025-04-29 23:04:23.037000000
35130,66,1,0,1,2025-04-29 23:04:23.040000000
35132,54,1,0,1,2025-04-29 23:04:23.920000000
35136,31,1,240,1,2019-11-20 15:24:04.527000000
35136,32,1,240,1,2019-11-20 15:24:04.527000000
35136,33,1,240,1,2025-04-29 23:04:17.237000000
35138,43,1,171,1,2025-04-29 23:04:23.047000000
35160,59,1,0,1,2025-04-29 23:04:17.240000000
35163,26,1,64,1,2025-04-29 23:04:17.240000000
35163,26,2,14,1,2025-04-29 23:04:17.240000000
35163,28,1,64,1,2025-04-29 23:04:17.247000000
35163,28,2,14,1,2025-04-29 23:04:17.247000000
35170,54,1,0,1,2025-04-29 23:04:17.250000000
35172,68,1,0,1,2025-04-29 23:04:17.250000000
35175,63,1,176,1,2025-04-29 23:04:17.250000000
35175,63,2,177,1,2025-04-29 23:04:17.253000000
35222,25,1,135,1,2025-04-29 23:04:18.980000000
35222,25,2,15,1,2025-04-29 23:04:18.983000000
35222,25,3,11,1,2025-04-29 23:04:18.983000000
35249,18,1,11,1,2025-04-29 23:04:19.460000000
35249,18,2,135,1,2025-04-29 23:04:19.460000000
35249,18,3,15,1,2025-04-29 23:04:19.463000000
35249,19,1,135,1,2025-05-02 14:42:22.680000000
35249,19,2,15,1,2025-05-02 14:42:46.970000000
35249,19,3,11,2,2025-05-02 14:43:02.007000000
35350,60,1,81,1,2025-04-29 23:04:23.050000000
35350,60,2,95,1,2025-04-29 23:04:23.053000000
35391,17,1,331,1,2025-04-29 23:04:23.060000000
35391,17,2,336,1,2025-04-29 23:04:23.063000000
35395,48,1,171,1,2025-04-29 23:04:23.067000000
35396,208,1,372,1,2025-04-29 23:04:23.070000000
35396,208,2,281,1,2025-04-29 23:04:23.073000000
35396,220,1,281,7,2025-04-30 17:31:47
